名称,UP主,IP地址,视频摘要,网站,时间,观看次数,点赞数,收藏数,投币数,转发数
欧美纷纷放弃全面电动化，中国电车点错科技树？【阿Test正经比比】,阿Test正经比比,湖北,燃油电车氢能，谁才是版本答案？,https://b23.tv/BV1KJ4m177xQ,2024.03.25,1853551,49262,13196,10845,6120
¥80 拼多多“龙泉”剑 VS ¥10000 正宗龙泉剑，暴力对砍，谁会赢？,贪玩歌姬小宁子,上海,实地体验宝剑锻造的过程,https://b23.tv/BV12i421X7Ld,2024.03.25,2819033,43466,15612,11246,2441
我是如何通过自己的努力把工作搞丢的,乡村教师日记,安徽,趁着校长不在，给同学们煮点奶茶喝,https://b23.tv/BV1s1421D7Jw,2024.03.25,2496559,86766,5096,32969,1326
《野史》（这教材就离谱25.0）,釋明空先輩,北京,野史一定够野,https://b23.tv/BV1Y2421P7mw,2024.03.25,3201096,358871,133534,27761,38438
《女神异闻录：夜幕魅影》公测OP动画全球首曝！,女神异闻录夜幕魅影,北京,这OP真帅,https://b23.tv/BV1xK421v7wW,2024.03.25,3339218,59747,17477,15869,13813
【硬核科普】一张图片坑害了一代人！| 腰不好怎么睡？,兔叭咯,上海,睡硬床真的对腰好吗,https://b23.tv/BV1MD421L7oT,2024.03.25,2041938,109480,35441,29419,40682
ILLIT 'Magnetic' Official MV,ILLIT,韩国,HYBE新女团正式出道,https://b23.tv/BV12r421t7nu,2024.03.25,4808866,161690,99454,39530,92933
【阿斗】因题材敏感封存3年！犯罪天才在线教学做假钞，这部电影拿奖拿到手软！《无双》,阿斗归来了,湖北,任何事情做到极致都是艺术,https://b23.tv/BV1Xx421k7Dd,2024.03.25,1764339,78274,10166,33007,1691
中国创业者的梦，一年销售额冲破30亿,徕芬科技,广东,聊一聊徕芬如何走上中国创业人的梦想之路,https://b23.tv/BV11x421k7Tr,2024.03.25,2288945,84641,12409,5151,3907
进 击 的 海 贼 ！！！,-夏秋冬-,未知,海贼王空白的100年的历史（doge,https://b23.tv/BV14f421Z7XG,2024.03.25,1451356,170226,40857,78123,26257
北漂二十年，国家南水北调工程专业总师，他花100万买了一辆国产车【寻找·仰望车主 飘哥】,大象放映室,北京,是谁在花100万买一辆国产车？,https://b23.tv/BV1MC411t7YB,2024.03.25,1410383,16827,3114,4868,1379
千 万 别 去 沙 漠 看 银 河 ！,期末77,浙江,一起闯入腾格里沙漠的内部,https://b23.tv/BV1Ux421k7We,2024.03.25,868998,62019,19392,19687,6584
【毕导】为什么你的耳朵能听出冷水和热水的区别？进来测听力了！,毕导,北京,一起研究声学奥秘,https://b23.tv/BV1GH4y1p7vE,2024.03.25,2201966,198934,33185,72722,12965
这是什么？摩尔纹。,影视飓风,浙江,为什么日常拍视频时，画面会突然出现奇怪的条纹？,https://b23.tv/BV1uA4m1A73x,2024.03.25,3498676,210226,46203,48836,8368
《让子弹飞》10万字终极解读：剧情暗线！细恐隐喻！删减剧情！高能细节全揭秘！,郭云神奇,山西,不到两个小时的电影，但是六个小时的解析！,https://b23.tv/BV1Vf421Z729,2024.03.25,2453436,180298,126674,97792,13143
我说我很享受自己一个人，其实是因为我知道幸福与我无关,大圆哥_,河南,有人看段子，有人照镜子,https://b23.tv/BV1gj421d777,2024.03.25,3876275,190122,25659,52680,2743
【MrBeast官方】我在一个废弃的城市里活了7天,MrBeast官方账号,北京,探秘废弃城市,https://b23.tv/BV1ix4y127ne,2024.03.25,4275425,265566,121342,32283,4684
英伦风情留学体验+1！伦敦偷子可真行，拿我冲业绩了啊,王骁Albert,上海,了解一下偷子风情,https://b23.tv/BV17F4m1F75g,2024.03.25,1058474,86483,7033,40175,8606
【火兰短报07】老牌俱乐部双线溃败，职业比赛黑客入侵，,火兰朋克,河北,本周游戏赛事快报,https://b23.tv/BV15f421Z7tG,2024.03.25,988050,42798,4593,15093,3133
这年头，谁还去染自己真发啊？,晓观队长,湖南,教你如何选到一顶逼真的假发,https://b23.tv/BV1n1421Q7Am,2024.03.25,1406144,64671,46403,19377,2894
《可怜的东西》横扫奥斯卡等各大奖项，我为什么直接给它零分【影评人毛尖】,影评人毛尖,上海,毛尖老师评《可怜的东西》,https://b23.tv/BV1oH4y1H7i2,2024.03.25,2623635,207112,42448,28610,8308
500宝牛肉粒做成牛排，是什么感觉,大伟投食记官方账号,福建,把方便面调料包里的牛肉粒还原成牛排,https://b23.tv/BV1yx421S7g2,2024.03.25,3308734,276934,20791,4903,1965
大坏人,小潮院长,上海,人最齐的一次！一起玩线上狼人杀,https://b23.tv/BV1rK421v7ya,2024.03.18,13876505,704170,194616,217439,13080
“不是只有伟大的艺术家才能做出好作品”,洛温阿特金森,福建,童年回忆之小神龙俱乐部,https://b23.tv/BV1w1421Q7V1,2024.03.18,3649004,558211,213348,283973,23386
猫 和 老 鼠 3.0,奶糕成精档案社,上海,给家里猫看了，它说这都是演的,https://b23.tv/BV1Gu4m1M7ki,2024.03.18,6085295,587034,171134,298277,88688
中国人：日语秒懂!！   日本人：陷入沉默...,日语入门笔记,湖南,一个视频教你入门日语，看完觉得自己强得可怕,https://b23.tv/BV1Yi421R7fv,2024.03.18,9103043,457348,202088,49019,13179
《崩坏：星穹铁道》动画短片：「永劫轮舞」,崩坏星穹铁道,上海,永远不要在无星的夜晚凝望海面,https://b23.tv/BV1aC411h7e6,2024.03.18,6561747,520649,196664,366027,193282
盗月社沐上，瘦了30斤的秘诀！,闫帅奇,上海,减脂也可以不耽误生活,https://b23.tv/BV1Ft421G7s5,2024.03.18,7750290,289014,134511,56104,40011
“骨泥淀粉肠”焦虑背后，我们该澄清哪些信息？,中国食品报融媒体,北京,淀粉肠真的塌房了吗？,https://b23.tv/BV1uJ4m187ud,2024.03.18,4486501,314405,50840,51850,54578
史上最强钓鱼佬：80岁老将如何单挑70万大军？,木鱼水心,北京,姜子牙——史上最强钓鱼佬,https://b23.tv/BV1qr42187uK,2024.03.18,6595626,253889,89847,114648,3068
《重生之我在霸总短剧里当保姆4》,七颗猩猩QKXX,湖北,好笑程度翻倍了,https://b23.tv/BV1qx421C7xn,2024.03.18,11643667,516306,153932,43236,31232
来了泰山才明白什么叫小小泰山，就这？易如反掌！很一般啊？拿下！【互联网脚替05】,超Carry的柴西,上海,泰山！盘它！,https://b23.tv/BV1Dx4y127bB,2024.03.18,3657005,152765,32557,80672,11416
《蓝色星原：旅谣》首曝PV＆实机演示,蓝色星原旅谣,上海,星临者，欢迎回到普罗米利亚！,https://b23.tv/BV1Jr421n7n4,2024.03.18,6509565,250097,62894,131354,203758
"探秘中国十大“禁区"" ！死亡穿越羌塘无人区！【羌塘篇  03】",东尼ookii,广东,穿越十大禁区之羌塘无人区,https://b23.tv/BV1ur421n79Z,2024.03.18,4604317,229444,134013,230375,14190
新番时光机！十年前的观众都在看什么神片？「2014年1月篇」泛式,泛式,上海,十年前的一月新番是什么水平？,https://b23.tv/BV1fx421C7zF,2024.03.18,2061240,238551,61064,170290,6861
我买了台AE86,极速拍档,广东,《头文字D》里的AE86！,https://b23.tv/BV1dx4y1m7Qa,2024.03.18,2613782,167914,58369,174013,34615
《绝区零》喧响测试预告 | 热身是必要的准备,绝区零,上海,好久不见，绳匠,https://b23.tv/BV1qi421R7E3,2024.03.18,2932815,155943,18308,38839,21628
马哥让我24小时拼出来……,阮阮是个天才7,上海,《 乐 高 恐 惧 症 》,https://b23.tv/BV1Jj421o7cz,2024.03.18,2676988,199898,56497,106327,2203
把淀粉肠干“塌房”的鸡骨泥，可能你已经吃一辈子了。【差评君】,差评君,浙江,鸡骨泥的前世今生,https://b23.tv/BV1Du4m1M7L8,2024.03.18,4000228,124544,38757,35486,30720
失忆了？怀孕了？,派小轩,北京,小轩到底什么时候能拿到100亿,https://b23.tv/BV1CD421j77A,2024.03.18,2822642,264293,12650,16965,8303
《峡谷三害》,阳光男孩小丑熊,吉林,峡谷贪·嗔·痴,https://b23.tv/BV13m411o7kn,2024.03.18,2774759,298557,34381,41361,28331
都什么年代，谁还用传统金箍棒？！！,马刀刻森,江苏,你以为跃龙门是想跃就能跃的吗？,https://b23.tv/BV1nt42157jA,2024.03.18,2152610,174673,56767,151055,10489
【阿斗】资金不足导致电影差点夭折，演员自掏腰包投资！上映后获奖无数的国产经典《钢的琴》,阿斗归来了,湖北,献给工人的浪漫,https://b23.tv/BV1dJ4m1b7s6,2024.03.18,1604879,63953,9752,33713,1146
⚡超yue🤮自我，不卸原神⚡,天天吃八碗,广东,笑得好崩溃,https://b23.tv/BV1mD421E7FV,2024.03.18,5958200,351593,92733,40691,107158
自制全新超大豪华沉浸式牢笼跑步机,手工耿,河北,在监狱里跑步是什么体验,https://b23.tv/BV1EZ42187Hg,2024.03.18,4900789,173544,14858,54682,11366
《闪耀暖暖》×《巴啦啦小魔仙》联动主题曲,闪耀暖暖,浙江,与暖暖一起变身小魔仙吧,https://b23.tv/BV1dj421d7cr,2024.03.18,1759656,135124,22033,11415,12489
“你 管 这 叫 呼 吸 法？”⚡️,追月少年呀,云南,波纹呼吸法,https://b23.tv/BV14p421U78W,2024.03.18,2818277,206103,78856,82461,7160
明日公开下载！《植物娘大战僵尸》手机版！,庄不纯,江苏,植物娘大战僵尸？！,https://b23.tv/BV1XD421E7Ti,2024.03.18,1090187,61055,20258,12766,4615
狗熊岭规则怪谈续集，和熊二结成同盟,不负责的奇怪故事,湖南,不要拒绝光头强的任何命令,https://b23.tv/BV1zH4y1s7NM,2024.03.18,2398309,93870,29476,8083,5234
省流：墓园团建,汤木檀泽,江苏,和殡仪馆同事一起团建是什么体验,https://b23.tv/BV1D6421c7u2,2024.03.18,3956767,285198,28866,12246,5008
加长凄美地，脑浆摇匀版！,弹吉他的张大猫,四川,听得好过瘾,https://b23.tv/BV1my421v7cx,2024.03.18,2657055,291548,61035,104544,12532
探秘全球最土豪的迪拜枪店！价格简直离谱！偶遇国产品牌？！,老李船长,广东,探秘迪拜的枪支售卖店,https://b23.tv/BV1Rt4213787,2024.03.18,3638913,95952,61134,23031,729
饭被我煮出来了！你们想要的潘杨之好刘郑版续集来了！这才是我要看的《花间令》！！【郑合惠子x刘学义||潘樾x杨采薇】,酒中闲,广东,吾妻采薇，此生唯一,https://b23.tv/BV1Ci421R7ST,2024.03.18,896805,92461,23826,38834,4821
（二十一）重生【原创动画】,狼岛主,广东,原创治愈剧情动画,https://b23.tv/BV1yF4m1c7d9,2024.03.18,1494539,136376,34658,12990,1011
芬兰家人第一次在中国坐高铁去看乐山大佛简直震撼人心！跷脚牛肉甜皮鸭狂炫乐山美食！吃遍夜市美食从早上吃到半夜！,雨琪在芬兰,四川,芬兰家人第一次体验中国高铁,https://b23.tv/BV1f2421N7gX,2024.03.18,2319970,135568,844,79710,1243
温 酒 斩 华 妃,小芃路子野,湖南,华妃穿越三国，一怒除三害！,https://b23.tv/BV1Mp421m7Ck,2024.03.18,2342620,198811,21072,29458,21537
【STN快报第七季49】看门狗拍电影第一个死的是看门狗,STN工作室,上海,新角色出场！,https://b23.tv/BV1SH4y1W7i2,2024.03.18,1216545,83585,12792,42883,2192
无 伤 反 杀 周 处,特效小哥studio,浙江,难崩的小曲,https://b23.tv/BV12J4m1b7Ru,2024.03.18,2378827,161761,40300,52807,34572
36年前难到变态的游戏！续作？全球99.4%的人都无法通关？,超级funky橙子,上海,怎么会有这么难的游戏,https://b23.tv/BV18J4m187no,2024.03.18,1699816,153538,25382,56407,847
人妖共治玉华州！九灵元圣与天竺国的难言之隐,啊粥粥啊粥,浙江,用唐僧视角打开西游记,https://b23.tv/BV1yp421m7gr,2024.03.18,1611526,63849,9297,30325,1693
真猪猪女孩们～,哭天喊地六仙女,河南,不高兴的时候就看一遍,https://b23.tv/BV1AZ421t7cD,2024.03.18,2752198,313092,33847,27362,43632
一位男性午餐时吃了120个益生菌软糖，他的器官是这么衰竭的,Chubbyemu,海南,如果把益生菌软糖当饭吃,https://b23.tv/BV13t42157ug,2024.03.18,2709253,103586,17775,12888,8329
愿我们能一直做彼此最好的朋友,陶阿狗君,广东,什么样的情侣才能称得上灵魂伴侣,https://b23.tv/BV12Z421h7zj,2024.03.18,1155003,215290,25143,69999,9788
“不是为了取悦谁，而是她们争取的身体自由。”,瞿梦云,浙江,最重要的事情是有选择的权利,https://b23.tv/BV1AW421c71U,2024.03.18,574036,128422,15106,5611,362
【罗翔】不聊法律聊感受，陈桂林还是成为了新造的人？乱评《周处除三害》,罗翔说刑法,北京,为什么明知道是谎言也不愿意走出谎言？,https://b23.tv/BV13r42187BZ,2024.03.18,2318127,141477,23929,40531,11764
【戴建业】东坡赤壁读《赤壁赋》：他没有离开，只是走出了时间|黄冈寻苏记03,戴建业老师,上海,中学语文课本里的死亡教育,https://b23.tv/BV1gu4m1u7nA,2024.03.18,447346,27880,9188,10718,2711
菩萨发烧105度做出来的免费游戏,某幻君,山东,好的游戏能真正激发人内心的情感与力量,https://b23.tv/BV1Z2421K7Vk,2024.03.11,3911299,302268,156131,295207,18375
输了就死,小潮院长,上海,拼运气大赛,https://b23.tv/BV1Gx4y1S7MK,2024.03.11,8827275,466500,178338,258124,9164
BB大王我终于在韩国以女团成员出道了！,知名相声演员BBBBB大王,韩国,韩国女团一日体验卡,https://b23.tv/BV1kC411a7eF,2024.03.11,3644381,391464,45871,416151,6223
饿鱼,老番茄,上海,有杀手内味了！熟悉的茄式榨菜,https://b23.tv/BV1Hw4m1d74J,2024.03.11,4959326,410079,120100,185826,12423
周处除三害的背后：真实的台湾邪教有多离谱变态？| 反邪教 | 佛教如来宗 | 少龙仙女班 | 伊能静 | 心灵成长 | 传销直销,是桃大,浙江,既讲了台湾邪教现状，也分享了UP的亲身经历,https://b23.tv/BV18Z421875r,2024.03.11,6245813,220196,53470,42001,58688
【UP主改我计划】带全公司吃100公斤烤肉是怎样一种体验？,影视飓风,浙江,烧烤区天花板重磅出场,https://b23.tv/BV1SJ4m1h7k8,2024.03.11,3752931,255816,41701,99550,19620
鬼油站简直就是一台大型的鬼秤！我们在上面和市场监管局和专业调查团队一起固定证据，实锤加油站缺斤少两。,superB太,上海,加油站也有鬼秤？,https://b23.tv/BV1nx4y1Q7DS,2024.03.11,4998103,678259,53186,153993,58458
一口气了解全球经济形势,小Lin说,美国,一个视频带你了解全球经济现状,https://b23.tv/BV1M2421T7qk,2024.03.11,4378426,222596,95648,130930,25480
一年换了四十份工作，我和世界的连接却不止前进四十步。,池早是我,四川,换了四十份工作后，当时的同事都怎么样了？,https://b23.tv/BV1iH4y1W7Fe,2024.03.11,3471583,511317,118459,184271,21730
生孩子测评！童叟无欺绝对真实！,达达达布溜-,北京,剖腹产的真实经历,https://b23.tv/BV1jr421p7CS,2024.03.11,2259429,250419,45458,168542,41054
吗喽会忍术，谁也挡不住,高斯Goh,上海,又玩新游戏咯,https://b23.tv/BV1mD421777U,2024.03.11,4876913,244528,91662,107143,4237
辣椒致死量！30元一大盆的甘肃麻辣烫，辣椒吃回本了！,盗月社食遇记,上海,又红又亮的甘肃麻辣烫,https://b23.tv/BV1dm411Z7mp,2024.03.11,5647409,185898,20641,44593,68410
“当各省风景出现在课本上”,荆楚者云,湖北,教科书般的美景,https://b23.tv/BV1vj421Z7qt,2024.03.11,3071748,474481,178308,142025,40505
在冰岛建党需要整什么活？【神奇组织16】,小约翰可汗,江苏,神奇组织之冰岛最棒党,https://b23.tv/BV1JS421w7jT,2024.03.11,4341479,255608,43425,123447,10684
TWICE的Killing Voice!快来听现场吧~,Dingo_official,韩国,神曲live再现,https://b23.tv/BV1ty421q7nB,2024.03.11,1751007,131549,86717,112337,40559
《原神》角色演示-「千织：绮意千纫」,原神,上海,千织——能改变时尚风向的人,https://b23.tv/BV19D42177u9,2024.03.11,1935072,152517,25009,38143,15282
《马家风云》第三集,犀利有话说,上海,小潮TEAM出短剧了？,https://b23.tv/BV1yj421U7pb,2024.03.11,3391901,258234,75771,75904,4214
这些的东西居然全来自12年前？你还记得多少,中国BOY超级大猩猩,上海,一起穿越回12年前,https://b23.tv/BV1vW421c7Xx,2024.03.11,2264370,194487,36414,70642,5787
【HP】盘点《哈利波特与凤凰社》原著中没有被电影还原的剧情细节！（上）,唱唱反调呗,中国台湾,用显微镜看《哈利波特与凤凰社》,https://b23.tv/BV14m411Z7nd,2024.03.11,2115446,63881,41762,27408,2262
今天在日本被道上大哥们抓住了，没想到看到了他们的另外一面,阳桃SunOfPeach,日本,给日本大哥们拍照是什么体验？,https://b23.tv/BV1Ku4m1G7zf,2024.03.11,4025870,223439,33271,6862,5615
【STN快报第七季48】这次蒂法用人格征服了我,STN工作室,上海,这期的梗好大胆！,https://b23.tv/BV1wD421E7wL,2024.03.11,1184621,79710,11915,40212,2540
三万字拆解奥斯卡最佳影片《奥本海默》：为什么这是诺兰生涯最佳电影？,迷影至下Filmlast,北京,《奥本海默》为什么能横扫7项奥斯卡,https://b23.tv/BV1SK421s7pw,2024.03.11,1681222,96176,54980,94499,9856
真的对我没感觉吗？,-欣小萌-,浙江,欣小萌COS音律联觉W,https://b23.tv/BV1oW421F7Lk,2024.03.11,1735196,122959,66805,35405,4829
是因为我快30岁了，所以我变得爱哭了吗？,老王在中国,四川,吃成都火锅，感受安逸生活,https://b23.tv/BV16m411Z776,2024.03.11,1460897,130987,18453,121708,2699
职 场 废 物 3,是老胡没错,江西,有点模仿我上班的精神状态了,https://b23.tv/BV1Nw4m1o7MJ,2024.03.11,3525491,187838,14224,29494,15421
